,Style_1,Style_2,External(SSIM),External(MSE),Internal(SSIM),Internal(MSE),Plan(SSIM),Plan(MSE),Concept(Text),Topology,External(VGG16),Internal(VGG16),Plan(VGG16),Concept(BoW),Concept(Transformer)
BasilicaOfSanVitale&ChartresCathedral,01_Byzantine,03_Gothic,26.35964391,12.83855686,19.12020673,15.60099395,53.85040638,8.654980201,95.68484426,37,0.501927927,0.419806294,0.3282643,0.582095571,0.313488901
BasilicaOfSanVitale&Lincolncathedral,01_Byzantine,03_Gothic,20.16955699,9.387330498,13.91712032,14.07655524,60.2711122,8.944811504,90.26837349,87,0.465824872,0.442983925,0.405748807,0.515737002,0.282106251
BasilicaOfSanVitale&NotreDameDeParis,01_Byzantine,03_Gothic,24.75346431,12.71037275,16.91834059,12.17475735,59.78355263,8.484150804,95.51064372,104,0.602851287,0.437177636,0.426837742,0.565987461,0.460544497
HagiaSophia&CanterburyCathedral,01_Byzantine,03_Gothic,31.60382798,10.94734471,11.46233797,14.48107007,38.09439226,9.610539491,83.39454532,81,0.309148192,0.436411113,0.529429667,0.644089953,0.411214381
HagiaSophia&ChartresCathedral,01_Byzantine,03_Gothic,32.53011212,11.46208756,13.8699803,15.50757945,37.68031971,7.566122159,91.6950345,60,0.355085276,0.404411584,0.480232432,0.647117323,0.210010484
HagiaSophia&Lincolncathedral,01_Byzantine,03_Gothic,30.5577085,11.23393944,7.59710995,10.86802549,39.80771334,7.620181645,83.38194489,80,0.300640807,0.428720713,0.676407814,0.628620207,0.387643218
HagiaSophia&NotreDameDeParis,01_Byzantine,03_Gothic,31.57705062,11.4479567,10.90206878,9.588340432,40.25991686,7.206316082,91.1913693,109,0.320472557,0.385334134,0.554166481,0.655292574,0.289972991
SaintSophiaChurch&CanterburyCathedral,01_Byzantine,03_Gothic,32.3949305,8.785267661,23.04903426,9.712052241,54.52099562,8.142178318,86.40780449,85,0.468965446,0.332206979,0.399784587,0.620029286,0.341676414
SaintSophiaChurch&ChartresCathedral,01_Byzantine,03_Gothic,35.61655437,11.8855879,26.80541583,11.4727946,49.95837604,6.279318701,80.26310205,26,0.39844171,0.317953408,0.318008877,0.557576895,0.258861065
SaintSophiaChurch&Lincolncathedral,01_Byzantine,03_Gothic,29.80904929,8.443837905,24.04710176,13.50145207,59.63187503,5.900916779,84.60732698,88,0.388618261,0.325067595,0.394737549,0.552391841,0.32957083
SaintSophiaChurch&NotreDameDeParis,01_Byzantine,03_Gothic,34.73808589,10.19583844,25.67843675,13.57370997,56.98609539,5.719595284,82.64257908,113,0.459043391,0.284744903,0.415189259,0.503316736,0.236022025
SantaMariaMaggiore&CanterburyCathedral,01_Byzantine,03_Gothic,36.89517542,7.469503733,6.12183359,10.3131967,40.94209881,12.89880067,92.41856933,93,0.527089298,0.442704365,0.58014673,0.321176195,0.27605924
SantaMariaMaggiore&ChartresCathedral,01_Byzantine,03_Gothic,42.11769086,8.624008283,6.837475045,12.80319043,37.88085842,10.53396125,94.21012998,110,0.467176229,0.450937703,0.482252248,0.298524745,0.306211948
SantaMariaMaggiore&Lincolncathedral,01_Byzantine,03_Gothic,34.12489421,8.009851121,4.958951474,9.796464326,47.03768546,10.57440373,91.72807932,96,0.46200946,0.447693184,0.615460411,0.30565749,0.322295785
SantaMariaMaggiore&NotreDameDeParis,01_Byzantine,03_Gothic,38.13103514,10.0545044,5.124963505,9.596353269,46.20945684,10.11881247,92.46885777,113,0.48489584,0.361950696,0.590977341,0.279404571,0.400748342
BasilicaOfSanVitale&FlorenceCathedral,01_Byzantine,04_Renaissance,20.81887956,8.798685225,17.09567111,14.19423264,61.70233973,8.723181807,94.54529285,45,0.478794254,0.37569356,0.442786843,0.515598562,0.592635989
BasilicaOfSanVitale&OspedaledegliInnocenti,01_Byzantine,04_Renaissance,20.24110857,6.868507663,22.5148976,12.02858622,50.06612815,9.577285199,89.39516544,95,0.385790184,0.253780354,0.304391153,0.593209758,0.418073475
BasilicaOfSanVitale&PalazzoMediciRiccardi,01_Byzantine,04_Renaissance,21.88567917,10.9791494,16.66868565,13.38228537,53.00296252,11.0982605,88.33220601,47,0.52231776,0.319719128,0.346800618,0.559249659,0.429661989
BasilicaOfSanVitale&SantaMariadellaPace,01_Byzantine,04_Renaissance,24.90239824,13.63670724,15.59241785,13.74277207,54.15226565,8.88365892,88.21387291,62,0.546284057,0.424405701,0.397204995,0.37073365,0.59378922
HagiaSophia&FlorenceCathedral,01_Byzantine,04_Renaissance,29.51883632,11.93696176,12.7515019,20.52198604,41.29817846,7.707376103,93.77627969,62,0.26181877,0.342285052,0.445934877,0.585622677,0.401652515
HagiaSophia&OspedaledegliInnocenti,01_Byzantine,04_Renaissance,30.6916541,11.3278766,16.63951189,7.365369171,33.91593493,8.490688848,91.24785662,88,0.273505356,0.307964787,0.388455734,0.669528146,0.222223878
HagiaSophia&PalazzoMediciRiccardi,01_Byzantine,04_Renaissance,28.38210193,10.77292131,11.23953845,8.62097687,36.61275714,9.134590162,78.91618609,56,0.23268082,0.327742316,0.607409954,0.615384615,0.293868244
HagiaSophia&SantaMariadellaPace,01_Byzantine,04_Renaissance,31.55406319,10.46081512,9.460115426,9.20955004,37.24537439,7.305204009,77.54246593,61,0.281139549,0.449125782,0.382200971,0.308226033,0.333651692
SaintSophiaChurch&FlorenceCathedral,01_Byzantine,04_Renaissance,30.36336507,9.228372604,21.40865051,8.345157612,60.0292742,6.02736137,80.64966798,38,0.371137127,0.28956962,0.32623098,0.48672314,0.353054821
SaintSophiaChurch&OspedaledegliInnocenti,01_Byzantine,04_Renaissance,32.92705953,7.971227133,30.95315192,13.98472469,45.16249558,7.087619443,73.10294509,88,0.404512301,0.312768519,0.326924339,0.563116246,0.304747164
SaintSophiaChurch&PalazzoMediciRiccardi,01_Byzantine,04_Renaissance,30.82635885,9.196175613,27.40049702,14.96479576,56.10406155,7.213182712,90.08194208,42,0.487717181,0.314374283,0.363583893,0.513264903,0.270947158
SaintSophiaChurch&SantaMariadellaPace,01_Byzantine,04_Renaissance,34.58572345,10.38265184,24.91274706,14.61362677,55.10403556,5.716339606,87.52878308,63,0.447756462,0.391315997,0.388291001,0.337009301,0.474425167
SantaMariaMaggiore&FlorenceCathedral,01_Byzantine,04_Renaissance,34.18622574,8.126957586,6.504649552,13.12761273,44.98618526,11.01954314,91.86871052,106,0.443517141,0.320661426,0.384487584,0.467767581,0.680767417
SantaMariaMaggiore&OspedaledegliInnocenti,01_Byzantine,04_Renaissance,34.51094705,7.14211191,7.394282806,9.876283664,38.88916945,10.42930413,87.1992588,106,0.335629117,0.389202006,0.414588287,0.311773891,0.373874724
SantaMariaMaggiore&PalazzoMediciRiccardi,01_Byzantine,04_Renaissance,33.87922818,8.606955423,5.854979762,10.97245007,44.61612206,11.10993329,92.24130511,104,0.494533375,0.446185805,0.570100196,0.277173947,0.424571067
SantaMariaMaggiore&SantaMariadellaPace,01_Byzantine,04_Renaissance,38.24923045,9.405217745,4.753427491,10.42651827,44.47122026,10.08103357,92.92142391,97,0.550915152,0.40565937,0.433524862,0.378620093,0.65486604
BasilicaOfSanVitale&ChateaudeMaisons,01_Byzantine,05_Baroque,23.16261315,12.92750853,19.02280017,12.89470402,59.6016461,8.99903587,89.89378214,64,0.444103263,0.303498201,0.324368596,0.516987275,0.23882024
BasilicaOfSanVitale&ChurchGesu,01_Byzantine,05_Baroque,24.16781383,15.03690269,15.34494157,14.61720211,59.22794334,10.54570382,93.44620109,43,0.490213409,0.452247962,0.445561275,0.65977656,0.468952388
BasilicaOfSanVitale&SanCarloalleQuattroFontane,01_Byzantine,05_Baroque,25.9930287,16.35274647,18.13470646,15.05117434,37.74834439,25.19755481,94.06113625,39,0.412479147,0.433911994,0.274831329,0.675456595,0.589366972
BasilicaOfSanVitale&VauxleVicomte,01_Byzantine,05_Baroque,20.17871458,8.285379071,17.68866593,10.88831373,63.32022638,8.847388808,91.78397059,51,0.469951183,0.388972968,0.378358409,0.401104558,0.274823666
HagiaSophia&ChateaudeMaisons,01_Byzantine,05_Baroque,32.96769658,13.18378801,13.45059736,9.086454503,39.18490606,8.213978444,79.61454391,61,0.271509029,0.350323766,0.464836568,0.55137612,0.136434227
HagiaSophia&ChurchGesu,01_Byzantine,05_Baroque,27.80097953,12.90543651,10.62742319,15.79020595,39.3607509,8.654460788,92.24525094,54,0.246888552,0.396005973,0.445966229,0.695363339,0.378050804
HagiaSophia&SanCarloalleQuattroFontane,01_Byzantine,05_Baroque,31.14596972,12.44468626,12.98591786,16.49707506,28.89454837,21.75666297,92.98891425,60,0.219501827,0.354927339,0.409135006,0.666655019,0.358767807
HagiaSophia&VauxleVicomte,01_Byzantine,05_Baroque,28.65356825,11.49099878,11.30587736,5.392888862,41.96841955,7.763983857,78.87123823,52,0.311836407,0.358871445,0.662737787,0.443572452,0.133896232
SaintSophiaChurch&ChateaudeMaisons,01_Byzantine,05_Baroque,35.47155937,9.884306504,28.69558913,13.32171682,56.72306987,6.477966579,86.0709548,67,0.427259937,0.332294047,0.362862088,0.525575163,0.208975315
SaintSophiaChurch&ChurchGesu,01_Byzantine,05_Baroque,31.41608982,13.92101218,23.59826585,11.33662974,60.68032658,6.723806207,82.17967749,40,0.435589969,0.33664304,0.344223492,0.67425269,0.393321067
SaintSophiaChurch&SanCarloalleQuattroFontane,01_Byzantine,05_Baroque,34.73608322,12.88079594,25.72683896,11.45231421,44.09001149,16.63626315,78.70413065,30,0.359733559,0.260581765,0.292770237,0.611602879,0.337678641
SaintSophiaChurch&VauxleVicomte,01_Byzantine,05_Baroque,28.93965408,9.661623298,27.17129571,13.30398832,61.42647086,6.180595613,83.36371779,50,0.474167265,0.294367701,0.351552151,0.416505345,0.207082033
SantaMariaMaggiore&ChateaudeMaisons,01_Byzantine,05_Baroque,36.0420848,9.568292797,6.520023469,8.603911868,43.02807557,11.25342627,91.61761403,103,0.570104346,0.418064937,0.49380856,0.268770595,0.113438733
SantaMariaMaggiore&ChurchGesu,01_Byzantine,05_Baroque,37.64589636,10.35592314,6.338522544,12.58646879,48.57640191,11.12714976,90.43297768,108,0.602388054,0.416222841,0.494816102,0.368178264,0.457289487
SantaMariaMaggiore&SanCarloalleQuattroFontane,01_Byzantine,05_Baroque,38.54838912,11.93760429,6.680015301,11.70977562,28.26936161,24.59461498,90.65728784,114,0.47316017,0.368140958,0.38095545,0.335389235,0.503536105
SantaMariaMaggiore&VauxleVicomte,01_Byzantine,05_Baroque,32.86466218,6.159045634,5.730010801,8.612378471,47.95818173,11.10163308,93.50704551,104,0.619508535,0.426747479,0.581390545,0.227710017,0.143197149
BasilicaOfSanVitale&Amalienburg,01_Byzantine,06_Rococo,20.10067583,10.9618104,17.60562027,11.98637208,60.79328399,8.312675756,92.20602512,34,0.415458165,0.353162944,0.488046452,0.442739313,0.153024763
BasilicaOfSanVitale&HoteldeSoubise,01_Byzantine,06_Rococo,19.6872685,8.413647263,20.06914866,12.09484006,59.58276288,6.569805368,88.92070055,80,0.447707139,0.408439539,0.315998986,0.313913971,0.164353222
BasilicaOfSanVitale&LinderhofPalace,01_Byzantine,06_Rococo,15.85354369,9.802114615,13.56198613,13.21260451,58.63512216,7.427652533,89.95656967,44,0.506464705,0.275336657,0.460656412,0.503874531,0.149226874
BasilicaOfSanVitale&Sanssouci,01_Byzantine,06_Rococo,21.34041379,9.325529844,15.97813589,13.86105096,57.90348736,6.81728698,88.81328702,44,0.341046251,0.330108456,0.347806551,0.57635389,0.270349801
HagiaSophia&Amalienburg,01_Byzantine,06_Rococo,29.64150663,12.44120147,11.25450219,8.716704444,41.18544115,7.032093904,86.55380607,59,0.275684338,0.325574409,0.407982402,0.482051282,0.110473283
HagiaSophia&HoteldeSoubise,01_Byzantine,06_Rococo,29.4245029,10.64884097,13.34792997,9.392661673,40.57820273,5.209402566,79.8945725,63,0.278859556,0.326414697,0.597044691,0.347890547,0.142412275
HagiaSophia&LinderhofPalace,01_Byzantine,06_Rococo,24.34024337,11.63529253,7.278032886,11.06055414,40.30131481,5.920140799,81.79548979,55,0.320112184,0.245777842,0.464883186,0.561381822,0.161208361
HagiaSophia&Sanssouci,01_Byzantine,06_Rococo,31.82991955,12.30490243,9.851505404,10.87447092,39.9431279,5.485263955,92.59969592,55,0.28978974,0.288406417,0.465782717,0.618127238,0.185721233
SaintSophiaChurch&Amalienburg,01_Byzantine,06_Rococo,30.70409356,10.38743389,26.07154675,13.0445746,58.29141457,5.60312406,84.91793275,19,0.419337653,0.369940072,0.3090184,0.381282499,0.216051996
SaintSophiaChurch&HoteldeSoubise,01_Byzantine,06_Rococo,30.17824419,8.540813813,28.21102198,13.29952081,56.94355533,3.551635952,86.51002049,77,0.486836404,0.324310876,0.350079805,0.317500318,0.227060452
SaintSophiaChurch&LinderhofPalace,01_Byzantine,06_Rococo,25.09189978,10.52914237,22.07052509,13.38849152,60.25563243,4.10088377,86.80129051,39,0.449088506,0.311663736,0.355988458,0.505384179,0.125053793
SaintSophiaChurch&Sanssouci,01_Byzantine,06_Rococo,33.7026802,6.382815838,26.37582327,13.70518666,56.28401766,3.696062434,75.88838339,39,0.38225323,0.302299272,0.34671361,0.500652044,0.303451061
SantaMariaMaggiore&Amalienburg,01_Byzantine,06_Rococo,32.32328821,8.520705381,5.320561559,8.814521489,47.53462211,9.799323009,92.95150042,111,0.49697011,0.395321295,0.416203901,0.264575131,0.178402275
SantaMariaMaggiore&HoteldeSoubise,01_Byzantine,06_Rococo,31.2405152,7.058257147,6.244207556,8.160614365,44.41351639,8.278976886,91.76392555,101,0.552219346,0.400293969,0.471642233,0.163663418,0.081455246
SantaMariaMaggiore&LinderhofPalace,01_Byzantine,06_Rococo,27.7218214,7.189371743,4.341351188,9.180598567,46.22079691,9.019572922,93.0326879,109,0.540763214,0.272501562,0.507053263,0.255404722,0.076050773
SantaMariaMaggiore&Sanssouci,01_Byzantine,06_Rococo,34.1833394,9.177766284,5.165349061,9.410933392,42.49341344,8.551102809,84.60875154,109,0.466568992,0.396393418,0.434602723,0.272118337,0.078340024
BasilicaOfSanVitale&CasaBatllo,01_Byzantine,07_ArtNouveau,25.59589877,16.75385975,21.28861011,14.29108604,62.69006487,7.312081697,92.46257544,97,0.348208696,0.29492138,0.266463105,0.452910814,0.278657615
BasilicaOfSanVitale&CastelBeranger,01_Byzantine,07_ArtNouveau,11.37054576,8.694942134,17.4144746,11.9692638,50.50317731,7.318139886,90.38290977,138,0.50608062,0.313329708,0.308059722,0.494779409,0.275000691
BasilicaOfSanVitale&HotelTassel,01_Byzantine,07_ArtNouveau,21.53538475,15.10925245,18.53380148,14.86173019,59.70882641,8.21601808,91.4067924,39,0.393443264,0.234554712,0.293817461,0.455929537,0.202368215
BasilicaOfSanVitale&SecessionBulding,01_Byzantine,07_ArtNouveau,20.54356566,11.40331883,21.97938104,18.91397455,54.26053899,7.925855031,91.31715894,39,0.367298573,0.189660102,0.304178357,0.448541946,0.242450401
HagiaSophia&CasaBatllo,01_Byzantine,07_ArtNouveau,30.38065784,13.2767369,15.51481026,8.599295643,41.83925885,5.916424993,88.08222413,88,0.312995896,0.285726815,0.418740712,0.470521759,0.274751306
HagiaSophia&CastelBeranger,01_Byzantine,07_ArtNouveau,20.90538028,11.63122305,11.81902951,12.4841666,37.22370136,5.618143496,80.06778955,143,0.210344203,0.347668089,0.500209473,0.591786014,0.162206814
HagiaSophia&HotelTassel,01_Byzantine,07_ArtNouveau,25.04523828,11.68639182,14.07401401,17.30668961,39.0277805,7.481100119,88.7470305,58,0.242130157,0.265610334,0.529330581,0.441215543,0.20141919
HagiaSophia&SecessionBulding,01_Byzantine,07_ArtNouveau,28.57224394,13.26278165,15.59458473,15.75996313,38.30118413,6.141322407,81.86716437,58,0.303552181,0.212519232,0.538368404,0.471404521,0.247161627
SaintSophiaChurch&CasaBatllo,01_Byzantine,07_ArtNouveau,34.64284523,13.3259049,29.99260259,14.37692733,62.96345138,4.131621964,83.95280838,98,0.363649487,0.245615076,0.262003534,0.389821477,0.159225777
SaintSophiaChurch&CastelBeranger,01_Byzantine,07_ArtNouveau,21.369882,9.906221968,25.15504046,10.56782533,53.40739562,3.98531822,84.67666507,147,0.403949253,0.333855309,0.36487738,0.433224289,0.284979492
SaintSophiaChurch&HotelTassel,01_Byzantine,07_ArtNouveau,30.5195442,12.68185826,25.83223415,9.690761921,56.47062193,5.837070791,82.96994567,32,0.368440844,0.267817263,0.357228786,0.377333305,0.226377264
SaintSophiaChurch&SecessionBulding,01_Byzantine,07_ArtNouveau,30.83574377,11.66075016,31.17047427,15.63203765,56.48148888,4.436600216,85.48703194,32,0.331986926,0.218395006,0.354087889,0.39749815,0.294128209
SantaMariaMaggiore&CasaBatllo,01_Byzantine,07_ArtNouveau,39.29211067,11.97030571,6.806164306,11.37632376,47.55607165,9.313058032,91.55389071,98,0.45686096,0.308788031,0.348808132,0.226871303,0.209894389
SantaMariaMaggiore&CastelBeranger,01_Byzantine,07_ArtNouveau,21.49589191,8.249152126,6.054392216,11.07309358,38.84977301,8.761837492,90.70535302,125,0.479090899,0.394362338,0.465162329,0.22099,0.11306645
SantaMariaMaggiore&HotelTassel,01_Byzantine,07_ArtNouveau,35.77535692,10.1369272,6.644966963,10.39837263,44.10902919,10.45504513,91.21912718,104,0.553710528,0.336911067,0.484885156,0.192479713,0.089632764
SantaMariaMaggiore&SecessionBulding,01_Byzantine,07_ArtNouveau,34.56287942,8.005836085,7.580403068,12.73584091,43.7056164,8.767861707,92.11983085,104,0.354827821,0.297185883,0.486254975,0.237565548,0.099096924
BasilicaOfSanVitale&Bergpolderflat,01_Byzantine,08_EarlyModernism,24.20907655,10.65323315,20.94596423,16.10049411,59.4515191,7.58813028,76.23023391,38,0.324811503,0.182522416,0.309470318,0.437237316,0.084356986
BasilicaOfSanVitale&FagusFactory,01_Byzantine,08_EarlyModernism,25.86337756,9.396175613,19.63092525,16.40522351,61.82598584,7.279501873,90.81183076,67,0.36681021,0.174378302,0.325007446,0.466414664,0.125664622
BasilicaOfSanVitale&Tugendhat,01_Byzantine,08_EarlyModernism,22.36398635,10.21172493,22.5679427,12.91899141,56.11829663,7.398166591,92.02058315,37,0.42893675,0.168006517,0.298255667,0.555847603,0.208692133
BasilicaOfSanVitale&Zonnestraal,01_Byzantine,08_EarlyModernism,25.55433598,12.20753615,20.49244644,12.72350134,64.19211673,7.003057225,90.98706841,173,0.351913638,0.153942309,0.37930654,0.608442916,0.331848472
HagiaSophia&Bergpolderflat,01_Byzantine,08_EarlyModernism,29.2761661,10.78311725,14.54374222,16.51807328,39.78863118,6.243187473,71.23201489,57,0.255816203,0.21240722,0.47207842,0.584752196,0.072444648
HagiaSophia&FagusFactory,01_Byzantine,08_EarlyModernism,35.84642457,12.04796267,13.67665454,12.48500521,41.2801931,5.985066489,86.59940958,64,0.341422044,0.202076178,0.545674875,0.500913712,0.176073909
HagiaSophia&Tugendhat,01_Byzantine,08_EarlyModernism,33.84515024,12.37131489,17.0586324,8.704604089,38.10291427,6.079424358,89.10248876,48,0.306421466,0.172923777,0.572059661,0.552160384,0.206177965
HagiaSophia&Zonnestraal,01_Byzantine,08_EarlyModernism,35.95109953,13.56268751,14.87703632,7.749258339,42.53989352,5.563222812,87.30238676,162,0.289556757,0.208369911,0.617836475,0.594017094,0.213741213
SaintSophiaChurch&Bergpolderflat,01_Byzantine,08_EarlyModernism,31.07572126,10.25963138,29.5593287,11.58344862,58.49914324,4.601559215,82.18623996,29,0.301052555,0.218014877,0.38834212,0.465667132,0.220978081
SaintSophiaChurch&FagusFactory,01_Byzantine,08_EarlyModernism,39.38898869,7.171316885,29.83123562,14.83853874,59.06522244,4.323498732,84.66299176,66,0.363462903,0.23332094,0.383763291,0.410940806,0.142940894
SaintSophiaChurch&Tugendhat,01_Byzantine,08_EarlyModernism,35.21217872,8.57923322,31.04320013,13.18901533,53.11994928,4.359072882,83.13917518,36,0.437393181,0.245999783,0.312850099,0.481392739,0.236810878
SaintSophiaChurch&Zonnestraal,01_Byzantine,08_EarlyModernism,38.42336927,10.56332713,30.21442412,13.86102985,64.17897082,3.759490664,83.53546262,172,0.361446142,0.20356258,0.375219777,0.513264903,0.388845474
SantaMariaMaggiore&Bergpolderflat,01_Byzantine,08_EarlyModernism,35.53428282,8.350656423,6.65872093,9.993560897,45.77336506,9.289829067,79.81334925,105,0.38518177,0.279323563,0.47584071,0.236402714,-0.019119065
SantaMariaMaggiore&FagusFactory,01_Byzantine,08_EarlyModernism,41.06636524,9.078836362,6.605714499,11.45296551,45.95836121,9.120317984,88.83549571,104,0.395158134,0.311476313,0.523521408,0.211829636,0.053032693
SantaMariaMaggiore&Tugendhat,01_Byzantine,08_EarlyModernism,35.5414951,10.40900468,7.218144104,8.417069867,40.72995249,9.071113077,89.71775174,108,0.374679357,0.224637136,0.418717086,0.248145833,0.088847473
SantaMariaMaggiore&Zonnestraal,01_Byzantine,08_EarlyModernism,40.44615831,10.74659822,6.863747767,9.331425173,52.03778558,8.831484458,88.06270957,156,0.341251392,0.298057329,0.53736566,0.262475328,0.112928957
BasilicaOfSanVitale&Chilehaus,01_Byzantine,09_Expressionist,25.40854746,13.66295964,17.24360088,15.33426167,65.83457509,6.943756309,92.07282066,169,0.400642119,0.224305503,0.364969835,0.620776606,0.163290769
BasilicaOfSanVitale&EinsteinTower,01_Byzantine,09_Expressionist,25.48911927,11.50572744,23.71552058,12.8813518,54.54811899,7.86418743,88.67070675,34,0.416999936,0.206584029,0.366843551,0.536746688,0.161095187
BasilicaOfSanVitale&Goetheanum,01_Byzantine,09_Expressionist,27.14405138,11.71201611,24.23495534,12.36711966,58.61754434,8.002561008,75.65171123,70,0.516391598,0.299462602,0.441303834,0.491808673,0.094049826
BasilicaOfSanVitale&HetSchip,01_Byzantine,09_Expressionist,21.0176259,8.401886061,20.18829975,13.77229824,62.04686226,6.948946535,88.47483397,58,0.389529541,0.195926156,0.336908206,0.598273548,0.203729942
HagiaSophia&Chilehaus,01_Byzantine,09_Expressionist,31.64325415,9.773060444,11.84571155,10.37630104,44.62444607,5.551232729,88.11612129,166,0.296990767,0.31588228,0.480308332,0.587192403,0.22955361
HagiaSophia&EinsteinTower,01_Byzantine,09_Expressionist,33.72633966,10.43777387,16.78536604,13.54470718,37.47561725,6.154338614,90.29512405,57,0.268935733,0.227414172,0.438825443,0.65204768,0.195277229
HagiaSophia&Goetheanum,01_Byzantine,09_Expressionist,35.96336349,12.68523841,17.50696446,13.20735004,40.46780191,6.404131684,72.61466384,69,0.305633694,0.264737073,0.473592803,0.579829509,0.005758409
HagiaSophia&HetSchip,01_Byzantine,09_Expressionist,31.63345128,10.01788147,15.65765081,8.548604287,41.64062139,5.834393822,81.50948286,41,0.316532843,0.221290316,0.483454958,0.609666702,0.170500562
SaintSophiaChurch&Chilehaus,01_Byzantine,09_Expressionist,34.0843072,10.57033109,27.7733332,15.49992519,65.42383807,3.751171378,82.2935462,164,0.319007851,0.260563515,0.413552821,0.518394191,0.140437141
SaintSophiaChurch&EinsteinTower,01_Byzantine,09_Expressionist,37.30567821,10.05739921,32.52994027,10.48311421,54.05100116,4.649130762,75.27928948,19,0.364331059,0.21754403,0.493374104,0.521163661,0.136955753
SaintSophiaChurch&Goetheanum,01_Byzantine,09_Expressionist,37.8808745,9.584759509,30.51123136,11.68891477,59.15107184,4.492757779,82.71558285,69,0.459642485,0.271101676,0.365194281,0.508481342,0.171800762
SaintSophiaChurch&HetSchip,01_Byzantine,09_Expressionist,34.60086969,7.151150673,30.56105797,13.96060402,59.60257665,3.974397173,84.61555243,57,0.371547595,0.201778322,0.427980905,0.613878284,0.311177254
SantaMariaMaggiore&Chilehaus,01_Byzantine,09_Expressionist,38.99589197,9.886246315,6.297620911,12.15382148,50.46584144,9.016543951,90.87085724,154,0.389861494,0.442164138,0.512757361,0.261410038,0.073164031
SantaMariaMaggiore&EinsteinTower,01_Byzantine,09_Expressionist,39.8430139,8.894776682,6.606169885,11.64242875,42.9956516,9.203556974,86.38681769,111,0.309054382,0.289926775,0.501209756,0.258696863,0.114674948
SantaMariaMaggiore&Goetheanum,01_Byzantine,09_Expressionist,41.49649577,9.173203944,7.269633349,11.03090321,46.4617195,9.520845784,79.76915836,97,0.39155145,0.298107434,0.481444945,0.246914582,-0.027448298
SantaMariaMaggiore&HetSchip,01_Byzantine,09_Expressionist,35.33196719,7.285309204,6.578018418,10.24661416,46.05633053,8.834161438,88.05652857,93,0.375476189,0.258691624,0.453022371,0.274246956,0.135701492
BasilicaOfSanVitale&EquitableBuilding,01_Byzantine,10_International,24.58118792,16.36566906,19.11077296,16.75700428,56.27970908,7.284641492,90.45342803,167,0.281510264,0.314560033,0.299252883,0.563701905,0.154000685
BasilicaOfSanVitale&Glaspaleis,01_Byzantine,10_International,21.50617473,11.35441249,24.22928291,12.81669065,38.61568923,28.19296834,89.95562196,38,0.338594116,0.220013375,0.303961776,0.478986976,0.19144918
BasilicaOfSanVitale&Kiefhoek,01_Byzantine,10_International,25.91263433,10.60742883,24.35468428,14.25349976,56.24323798,7.437757254,79.95018959,33,0.295678578,0.158794543,0.30771387,0.440150195,0.051024027
BasilicaOfSanVitale&SeagramBuilding,01_Byzantine,10_International,21.88498495,16.33311694,21.49977673,14.93138241,55.08893325,7.382680349,89.94018435,68,0.274402395,0.210593067,0.30212454,0.485239298,0.173908353
HagiaSophia&EquitableBuilding,01_Byzantine,10_International,28.41750592,14.57797985,13.61149262,16.76451051,38.83620257,5.716548458,88.84329796,168,0.236823119,0.301038325,0.515195087,0.607225152,0.233472139
HagiaSophia&Glaspaleis,01_Byzantine,10_International,29.69387686,8.499382564,17.61369801,13.19259936,28.26313058,23.9150906,86.83430552,65,0.332426757,0.253888386,0.429391652,0.538461538,0.249019697
HagiaSophia&Kiefhoek,01_Byzantine,10_International,36.60088476,10.14606404,18.91394357,11.95724285,38.77606276,6.105550861,73.68395925,62,0.296080925,0.201637831,0.424958475,0.444444444,0.086300112
HagiaSophia&SeagramBuilding,01_Byzantine,10_International,24.67593126,13.27621453,16.42016806,11.30006244,38.78450586,5.749979101,86.69605255,67,0.235581998,0.242716197,0.499690572,0.543781266,0.134863183
SaintSophiaChurch&EquitableBuilding,01_Byzantine,10_International,33.22893057,14.86433323,27.84543809,11.59034741,57.53632757,3.966510252,76.71756744,166,0.260254931,0.331320331,0.351035975,0.483120312,0.223406896
SaintSophiaChurch&Glaspaleis,01_Byzantine,10_International,31.25630277,8.847898711,32.1716821,11.11860458,43.01177756,22.5575534,82.51369596,19,0.290716693,0.214895159,0.291188538,0.452161938,0.269793093
SaintSophiaChurch&Kiefhoek,01_Byzantine,10_International,39.50655261,6.771058691,33.56117015,11.61187485,54.13450943,4.26057576,82.72175193,12,0.305533558,0.198473819,0.366173819,0.439941345,0.124186106
SaintSophiaChurch&SeagramBuilding,01_Byzantine,10_International,29.83775817,13.62215629,29.73581102,15.37873812,55.56444853,4.109415868,79.84527349,63,0.262846332,0.213055637,0.359790658,0.43395547,0.189827591
SantaMariaMaggiore&EquitableBuilding,01_Byzantine,10_International,38.77468785,11.88467975,7.366155452,12.19757155,42.3630414,8.995511834,88.23832273,164,0.260340568,0.443490587,0.499825701,0.246630205,0.126422897
SantaMariaMaggiore&Glaspaleis,01_Byzantine,10_International,34.21079397,8.571600311,7.3505327,9.308207827,30.917154,26.66943654,87.21448779,109,0.333227322,0.322629261,0.40268448,0.220479276,0.082833372
SantaMariaMaggiore&Kiefhoek,01_Byzantine,10_International,40.92739891,9.148649957,7.785262736,9.453510996,42.69271306,9.100076415,83.72476101,108,0.249657437,0.221328046,0.435113054,0.230978289,-0.006545141
